"rules","support","confidence","lift","count"
"{chicken} => {other vegetables}",0.0178861788617886,0.416075650118203,2.15030693128315,176
"{chicken} => {whole milk}",0.0176829268292683,0.411347517730496,1.61004756343201,174
"{white bread} => {other vegetables}",0.013719512195122,0.326086956521739,1.68523931311655,135
"{white bread} => {whole milk}",0.0170731707317073,0.405797101449275,1.58832278371554,168
"{chocolate} => {soda}",0.0135162601626016,0.2719836400818,1.56053587079003,133
"{chocolate} => {other vegetables}",0.0127032520325203,0.255623721881391,1.32108057947105,125
"{chocolate} => {whole milk}",0.0166666666666667,0.335378323108384,1.31269797111635,164
"{coffee} => {whole milk}",0.0186991869918699,0.321678321678322,1.25907505382446,184
"{frozen vegetables} => {yogurt}",0.0123983739837398,0.257928118393235,1.84851615804037,122
"{frozen vegetables} => {other vegetables}",0.0177845528455285,0.369978858350951,1.91207561248601,175
"{frozen vegetables} => {whole milk}",0.0204268292682927,0.424947145877378,1.66327761154869,201
"{beef} => {root vegetables}",0.0173780487804878,0.331395348837209,3.0419125303714,171
"{beef} => {rolls/buns}",0.0136178861788618,0.25968992248062,1.41257536606374,134
"{beef} => {other vegetables}",0.0197154471544715,0.375968992248062,1.94303302716435,194
"{beef} => {whole milk}",0.021239837398374,0.405038759689922,1.58535457253335,209
"{curd} => {yogurt}",0.0172764227642276,0.324427480916031,2.32510299505735,170
"{curd} => {other vegetables}",0.0171747967479675,0.322519083969466,1.66680030790942,169
"{curd} => {whole milk}",0.0261178861788618,0.490458015267176,1.91969247025816,257
"{napkins} => {other vegetables}",0.0144308943089431,0.275728155339806,1.42498164314269,142
"{napkins} => {whole milk}",0.0197154471544715,0.376699029126214,1.47443056746298,194
"{pork} => {other vegetables}",0.0216463414634146,0.375661375661376,1.94144324396425,213
"{pork} => {whole milk}",0.0221544715447154,0.384479717813051,1.5048848143518,218
"{frankfurter} => {rolls/buns}",0.0192073170731707,0.325862068965517,1.77251672671127,189
"{frankfurter} => {other vegetables}",0.0164634146341463,0.279310344827586,1.443494639235,162
"{frankfurter} => {whole milk}",0.0205284552845528,0.348275862068965,1.3631799851864,202
"{bottled beer} => {whole milk}",0.0204268292682927,0.253787878787879,0.993346351341578,201
"{brown bread} => {other vegetables}",0.0186991869918699,0.288401253918495,1.49047706857037,184
"{brown bread} => {whole milk}",0.0252032520325203,0.38871473354232,1.52146100956898,248
"{margarine} => {rolls/buns}",0.0147357723577236,0.251736111111111,1.3693108531417,145
"{margarine} => {other vegetables}",0.0197154471544715,0.336805555555556,1.7406337535014,194
"{margarine} => {whole milk}",0.0241869918699187,0.413194444444444,1.61727658446036,238
"{butter} => {yogurt}",0.0146341463414634,0.263736263736264,1.89014190470855,144
"{butter} => {other vegetables}",0.020020325203252,0.360805860805861,1.86466894450088,197
"{butter} => {whole milk}",0.0275406504065041,0.496336996336996,1.94270327921879,271
"{newspapers} => {whole milk}",0.0273373983739837,0.342675159235669,1.34125837982457,269
"{domestic eggs} => {other vegetables}",0.0222560975609756,0.350961538461538,1.81379282482224,219
"{domestic eggs} => {whole milk}",0.029979674796748,0.47275641025641,1.85040695183893,295
"{fruit/vegetable juice} => {soda}",0.0183943089430894,0.254571026722925,1.46062909793212,181
"{fruit/vegetable juice} => {yogurt}",0.0186991869918699,0.258790436005626,1.85469620560478,184
"{fruit/vegetable juice} => {other vegetables}",0.0210365853658537,0.291139240506329,1.50462716732263,207
"{fruit/vegetable juice} => {whole milk}",0.0266260162601626,0.368495077355837,1.44231963451927,262
"{whipped/sour cream} => {yogurt}",0.0207317073170732,0.28936170212766,2.07379399048519,204
"{whipped/sour cream} => {other vegetables}",0.0288617886178862,0.402836879432624,2.08188807437869,284
"{whipped/sour cream} => {whole milk}",0.0322154471544715,0.449645390070922,1.75994854347568,317
"{pip fruit} => {tropical fruit}",0.0204268292682927,0.270161290322581,2.57595648912228,201
"{pip fruit} => {other vegetables}",0.0261178861788618,0.345430107526882,1.78520601789103,257
"{pip fruit} => {whole milk}",0.0300813008130081,0.397849462365591,1.55721507942618,296
"{pastry} => {other vegetables}",0.0225609756097561,0.253714285714286,1.311212484994,222
"{pastry} => {whole milk}",0.0332317073170732,0.373714285714286,1.46274803954995,327
"{citrus fruit} => {yogurt}",0.0216463414634146,0.261670761670762,1.8753388891772,213
"{citrus fruit} => {other vegetables}",0.0288617886178862,0.348894348894349,1.80310945016827,284
"{citrus fruit} => {whole milk}",0.0304878048780488,0.368550368550369,1.4425360487413,300
"{sausage} => {soda}",0.0242886178861789,0.258658008658009,1.48407860361213,239
"{sausage} => {rolls/buns}",0.0305894308943089,0.325757575757576,1.77194833911252,301
"{sausage} => {other vegetables}",0.0269308943089431,0.286796536796537,1.48218378260395,265
"{sausage} => {whole milk}",0.0298780487804878,0.318181818181818,1.24538945541332,294
"{bottled water} => {soda}",0.0289634146341463,0.261948529411765,1.50295832618762,285
"{bottled water} => {whole milk}",0.034349593495935,0.310661764705882,1.21595535588937,338
"{tropical fruit} => {yogurt}",0.0292682926829268,0.27906976744186,2.00003387591253,288
"{tropical fruit} => {other vegetables}",0.0358739837398374,0.342054263565891,1.76775942935314,353
"{tropical fruit} => {whole milk}",0.0422764227642276,0.403100775193798,1.57776914395663,416
"{root vegetables} => {other vegetables}",0.0473577235772358,0.434701492537313,2.24656653706259,466
"{root vegetables} => {whole milk}",0.0488821138211382,0.448694029850746,1.75622484237524,481
"{yogurt} => {other vegetables}",0.0433943089430894,0.310997815003642,1.60725761535495,427
"{yogurt} => {whole milk}",0.0559959349593496,0.401310997815004,1.5707638100635,551
"{rolls/buns} => {whole milk}",0.0566056910569106,0.307904919845218,1.20516484139895,557
"{other vegetables} => {whole milk}",0.0747967479674797,0.38655462184874,1.51300615711678,736
"{whole milk} => {other vegetables}",0.0747967479674797,0.292760540970565,1.51300615711678,736
"{onions,other vegetables} => {whole milk}",0.00660569105691057,0.464285714285714,1.81725196045005,65
"{onions,whole milk} => {other vegetables}",0.00660569105691057,0.546218487394958,2.82289386342772,65
"{hamburger meat,other vegetables} => {whole milk}",0.00630081300813008,0.455882352941176,1.78436052225186,62
"{hamburger meat,whole milk} => {other vegetables}",0.00630081300813008,0.427586206896552,2.2097942625326,62
"{other vegetables,sugar} => {whole milk}",0.00630081300813008,0.584905660377358,2.2893682172288,62
"{sugar,whole milk} => {other vegetables}",0.00630081300813008,0.416107382550336,2.15047092662568,62
"{cream cheese,yogurt} => {whole milk}",0.00660569105691057,0.532786885245902,2.0853711021558,65
"{cream cheese,whole milk} => {yogurt}",0.00660569105691057,0.401234567901235,2.87556310862939,65
"{cream cheese,other vegetables} => {whole milk}",0.00670731707317073,0.488888888888889,1.91355078228587,66
"{cream cheese,whole milk} => {other vegetables}",0.00670731707317073,0.407407407407407,2.10550887021475,66
"{chicken,other vegetables} => {whole milk}",0.0084349593495935,0.471590909090909,1.84584508570189,83
"{chicken,whole milk} => {other vegetables}",0.0084349593495935,0.477011494252874,2.46522747029846,83
"{coffee,other vegetables} => {whole milk}",0.00640243902439024,0.477272727272727,1.86808418311998,63
"{coffee,whole milk} => {other vegetables}",0.00640243902439024,0.342391304347826,1.76950127877238,63
"{frozen vegetables,root vegetables} => {other vegetables}",0.00609756097560976,0.526315789473684,2.72003538257408,60
"{frozen vegetables,other vegetables} => {root vegetables}",0.00609756097560976,0.342857142857143,3.14712153518124,60
"{frozen vegetables,root vegetables} => {whole milk}",0.00619918699186992,0.535087719298246,2.0943767533392,61
"{frozen vegetables,whole milk} => {root vegetables}",0.00619918699186992,0.303482587064677,2.78569837380263,61
"{frozen vegetables,yogurt} => {whole milk}",0.00609756097560976,0.491803278688525,1.9249579404515,60
"{frozen vegetables,whole milk} => {yogurt}",0.00609756097560976,0.298507462686567,2.13933971801589,60
"{frozen vegetables,other vegetables} => {whole milk}",0.00965447154471545,0.542857142857143,2.12478690760314,95
"{frozen vegetables,whole milk} => {other vegetables}",0.00965447154471545,0.472636815920398,2.44261883858021,95
"{beef,root vegetables} => {other vegetables}",0.00792682926829268,0.456140350877193,2.35736399823087,78
"{beef,other vegetables} => {root vegetables}",0.00792682926829268,0.402061855670103,3.69056777965841,78
"{beef,root vegetables} => {whole milk}",0.00802845528455285,0.461988304093567,1.80825971053329,79
"{beef,whole milk} => {root vegetables}",0.00802845528455285,0.37799043062201,3.46961365421695,79
"{beef,yogurt} => {whole milk}",0.00609756097560976,0.521739130434783,2.04212929334855,60
"{beef,whole milk} => {yogurt}",0.00609756097560976,0.287081339712919,2.05745111636935,60
"{beef,rolls/buns} => {whole milk}",0.00680894308943089,0.5,1.95704057279236,67
"{beef,whole milk} => {rolls/buns}",0.00680894308943089,0.320574162679426,1.74375332270069,67
"{beef,other vegetables} => {whole milk}",0.0092479674796748,0.469072164948454,1.83598651674335,91
"{beef,whole milk} => {other vegetables}",0.0092479674796748,0.435406698564593,2.25021108922038,91
"{curd,tropical fruit} => {whole milk}",0.00650406504065041,0.633663366336634,2.48020983482596,64
"{curd,root vegetables} => {whole milk}",0.00619918699186992,0.570093457943925,2.23139205495952,61
"{curd,yogurt} => {other vegetables}",0.00609756097560976,0.352941176470588,1.82402372713791,60
"{curd,other vegetables} => {yogurt}",0.00609756097560976,0.355029585798817,2.54442179479997,60
"{curd,yogurt} => {whole milk}",0.0100609756097561,0.582352941176471,2.27937666713463,99
"{curd,whole milk} => {yogurt}",0.0100609756097561,0.385214007782101,2.76074714972751,99
"{curd,other vegetables} => {whole milk}",0.00985772357723577,0.57396449704142,2.24654361610484,97
"{curd,whole milk} => {other vegetables}",0.00985772357723577,0.377431906614786,1.95059346695877,97
"{napkins,yogurt} => {whole milk}",0.00609756097560976,0.495867768595041,1.94086668376102,60
"{napkins,whole milk} => {yogurt}",0.00609756097560976,0.309278350515464,2.21653238825358,60
"{napkins,other vegetables} => {whole milk}",0.00680894308943089,0.471830985915493,1.84678476587448,67
"{napkins,whole milk} => {other vegetables}",0.00680894308943089,0.345360824742268,1.78484795980248,67
"{pork,root vegetables} => {other vegetables}",0.00701219512195122,0.514925373134328,2.66116894519002,69
"{other vegetables,pork} => {root vegetables}",0.00701219512195122,0.323943661971831,2.97351271809964,69
"{pork,root vegetables} => {whole milk}",0.00680894308943089,0.5,1.95704057279236,67
"{pork,whole milk} => {root vegetables}",0.00680894308943089,0.307339449541284,2.82110091743119,67
"{pork,rolls/buns} => {whole milk}",0.00619918699186992,0.54954954954955,2.15098153045647,61
"{pork,whole milk} => {rolls/buns}",0.00619918699186992,0.279816513761468,1.52205334185342,61
"{other vegetables,pork} => {whole milk}",0.0101626016260163,0.469483568075117,1.83759678196466,100
"{pork,whole milk} => {other vegetables}",0.0101626016260163,0.458715596330275,2.37067303985814,100
"{frankfurter,yogurt} => {whole milk}",0.00619918699186992,0.554545454545455,2.17053590800608,61
"{frankfurter,whole milk} => {yogurt}",0.00619918699186992,0.301980198019802,2.16422807612152,61
"{frankfurter,other vegetables} => {whole milk}",0.00762195121951219,0.462962962962963,1.81207460443737,75
"{frankfurter,whole milk} => {other vegetables}",0.00762195121951219,0.371287128712871,1.91883684166736,75
"{bottled beer,bottled water} => {whole milk}",0.00609756097560976,0.387096774193548,1.51512818538764,60
"{bottled beer,whole milk} => {bottled water}",0.00609756097560976,0.298507462686567,2.69973661106234,60
"{bottled beer,other vegetables} => {whole milk}",0.00762195121951219,0.471698113207547,1.84626469131355,75
"{bottled beer,whole milk} => {other vegetables}",0.00762195121951219,0.373134328358209,1.92838329361595,75
"{brown bread,yogurt} => {whole milk}",0.00711382113821138,0.48951048951049,1.91598377755896,70
"{brown bread,whole milk} => {yogurt}",0.00711382113821138,0.282258064516129,2.02288372530132,70
"{brown bread,other vegetables} => {whole milk}",0.00934959349593496,0.5,1.95704057279236,92
"{brown bread,whole milk} => {other vegetables}",0.00934959349593496,0.370967741935484,1.91718622933044,92
"{margarine,yogurt} => {whole milk}",0.00701219512195122,0.492857142857143,1.9290828503239,69
"{margarine,whole milk} => {yogurt}",0.00701219512195122,0.289915966386555,2.07776628495535,69
"{margarine,rolls/buns} => {whole milk}",0.00792682926829268,0.537931034482759,2.10550571969385,78
"{margarine,whole milk} => {rolls/buns}",0.00792682926829268,0.327731092436975,1.78268322254275,78
"{margarine,other vegetables} => {whole milk}",0.0092479674796748,0.469072164948454,1.83598651674335,91
"{margarine,whole milk} => {other vegetables}",0.0092479674796748,0.382352941176471,1.97602570439941,91
"{butter,whipped/sour cream} => {whole milk}",0.00670731707317073,0.66,2.58329355608592,66
"{butter,tropical fruit} => {whole milk}",0.00619918699186992,0.622448979591837,2.43631581510886,61
"{butter,root vegetables} => {other vegetables}",0.00660569105691057,0.511811023622047,2.64507377754251,65
"{butter,other vegetables} => {root vegetables}",0.00660569105691057,0.32994923857868,3.02863853322221,65
"{butter,root vegetables} => {whole milk}",0.00823170731707317,0.637795275590551,2.49638246293199,81
"{butter,whole milk} => {root vegetables}",0.00823170731707317,0.298892988929889,2.74356997301316,81
"{butter,yogurt} => {other vegetables}",0.00640243902439024,0.4375,2.26102941176471,63
"{butter,other vegetables} => {yogurt}",0.00640243902439024,0.319796954314721,2.29191699232109,63
"{butter,yogurt} => {whole milk}",0.00934959349593496,0.638888888888889,2.50066295412357,92
"{butter,whole milk} => {yogurt}",0.00934959349593496,0.339483394833948,2.43300553908671,92
"{butter,rolls/buns} => {whole milk}",0.00660569105691057,0.492424242424242,1.92738844290157,65
"{butter,other vegetables} => {whole milk}",0.0114837398373984,0.573604060913706,2.24513283985317,113
"{butter,whole milk} => {other vegetables}",0.0114837398373984,0.416974169741697,2.15495054110205,113
"{newspapers,yogurt} => {whole milk}",0.00660569105691057,0.43046357615894,1.68486936730468,65
"{newspapers,rolls/buns} => {whole milk}",0.00762195121951219,0.38659793814433,1.51317570061265,75
"{newspapers,whole milk} => {rolls/buns}",0.00762195121951219,0.278810408921933,1.516580665446,75
"{newspapers,other vegetables} => {whole milk}",0.00833333333333333,0.431578947368421,1.68923502072604,82
"{newspapers,whole milk} => {other vegetables}",0.00833333333333333,0.304832713754647,1.57539595763956,82
"{domestic eggs,tropical fruit} => {whole milk}",0.00691056910569106,0.607142857142857,2.3764064098193,68
"{domestic eggs,root vegetables} => {other vegetables}",0.00731707317073171,0.51063829787234,2.63901305202932,72
"{domestic eggs,other vegetables} => {root vegetables}",0.00731707317073171,0.328767123287671,3.01778777346146,72
"{domestic eggs,root vegetables} => {whole milk}",0.00853658536585366,0.595744680851064,2.33179302290154,84
"{domestic eggs,whole milk} => {root vegetables}",0.00853658536585366,0.284745762711864,2.6137111054895,84
"{domestic eggs,yogurt} => {whole milk}",0.00772357723577236,0.539007092198582,2.10971749691092,76
"{domestic eggs,whole milk} => {yogurt}",0.00772357723577236,0.257627118644068,1.84635895663338,76
"{domestic eggs,rolls/buns} => {whole milk}",0.00660569105691057,0.422077922077922,1.65204723677277,65
"{domestic eggs,other vegetables} => {whole milk}",0.0122967479674797,0.552511415525114,2.16257451422718,121
"{domestic eggs,whole milk} => {other vegetables}",0.0122967479674797,0.410169491525424,2.11978350662299,121
"{fruit/vegetable juice,tropical fruit} => {other vegetables}",0.00660569105691057,0.481481481481481,2.48832866479925,65
"{fruit/vegetable juice,other vegetables} => {tropical fruit}",0.00660569105691057,0.314009661835749,2.99404561285249,65
"{fruit/vegetable juice,root vegetables} => {other vegetables}",0.00660569105691057,0.550847457627119,2.84681669277881,65
"{fruit/vegetable juice,other vegetables} => {root vegetables}",0.00660569105691057,0.314009661835749,2.88232749296993,65
"{fruit/vegetable juice,root vegetables} => {whole milk}",0.00650406504065041,0.542372881355932,2.12289146879172,64
"{fruit/vegetable juice,soda} => {whole milk}",0.00609756097560976,0.331491712707182,1.29748546262477,60
"{fruit/vegetable juice,yogurt} => {other vegetables}",0.00823170731707317,0.440217391304348,2.27507307270734,81
"{fruit/vegetable juice,other vegetables} => {yogurt}",0.00823170731707317,0.391304347826087,2.80439532600779,81
"{fruit/vegetable juice,yogurt} => {whole milk}",0.00945121951219512,0.505434782608696,1.97831275293141,93
"{fruit/vegetable juice,whole milk} => {yogurt}",0.00945121951219512,0.354961832061069,2.54393621812157,93
"{fruit/vegetable juice,other vegetables} => {whole milk}",0.0104674796747967,0.497584541062802,1.94758627050834,103
"{fruit/vegetable juice,whole milk} => {other vegetables}",0.0104674796747967,0.393129770992366,2.03172108538072,103
"{citrus fruit,whipped/sour cream} => {whole milk}",0.00630081300813008,0.579439252336449,2.2679722525818,62
"{tropical fruit,whipped/sour cream} => {yogurt}",0.00619918699186992,0.448529411764706,3.21451523070991,61
"{whipped/sour cream,yogurt} => {tropical fruit}",0.00619918699186992,0.299019607843137,2.85111719106247,61
"{tropical fruit,whipped/sour cream} => {other vegetables}",0.00782520325203252,0.566176470588235,2.92603806228374,77
"{other vegetables,whipped/sour cream} => {tropical fruit}",0.00782520325203252,0.27112676056338,2.58516213560432,77
"{tropical fruit,whipped/sour cream} => {whole milk}",0.00792682926829268,0.573529411764706,2.24484065702653,78
"{root vegetables,whipped/sour cream} => {yogurt}",0.00640243902439024,0.375,2.68754552075747,63
"{whipped/sour cream,yogurt} => {root vegetables}",0.00640243902439024,0.308823529411765,2.83472344161545,63
"{root vegetables,whipped/sour cream} => {other vegetables}",0.00853658536585366,0.5,2.58403361344538,84
"{other vegetables,whipped/sour cream} => {root vegetables}",0.00853658536585366,0.295774647887324,2.71494639478663,84
"{root vegetables,whipped/sour cream} => {whole milk}",0.00945121951219512,0.553571428571429,2.16672349130583,93
"{whipped/sour cream,whole milk} => {root vegetables}",0.00945121951219512,0.293375394321767,2.6929233956401,93
"{whipped/sour cream,yogurt} => {other vegetables}",0.0101626016260163,0.490196078431373,2.53336628769155,100
"{other vegetables,whipped/sour cream} => {yogurt}",0.0101626016260163,0.352112676056338,2.52351692089903,100
"{whipped/sour cream,yogurt} => {whole milk}",0.0108739837398374,0.524509803921569,2.05297393420375,107
"{whipped/sour cream,whole milk} => {yogurt}",0.0108739837398374,0.337539432176656,2.41907357073437,107
"{rolls/buns,whipped/sour cream} => {other vegetables}",0.00670731707317073,0.458333333333333,2.3686974789916,66
"{rolls/buns,whipped/sour cream} => {whole milk}",0.00782520325203252,0.534722222222222,2.09294616812517,77
"{other vegetables,whipped/sour cream} => {whole milk}",0.0146341463414634,0.507042253521127,1.98460452452183,144
"{whipped/sour cream,whole milk} => {other vegetables}",0.0146341463414634,0.454258675078864,2.3476393712059,144
"{pip fruit,tropical fruit} => {yogurt}",0.00640243902439024,0.313432835820896,2.24630670391669,63
"{pip fruit,yogurt} => {tropical fruit}",0.00640243902439024,0.355932203389831,3.39377217185652,63
"{pip fruit,tropical fruit} => {other vegetables}",0.00945121951219512,0.462686567164179,2.39119528408378,93
"{other vegetables,pip fruit} => {tropical fruit}",0.00945121951219512,0.361867704280156,3.45036648267125,93
"{other vegetables,tropical fruit} => {pip fruit}",0.00945121951219512,0.263456090651558,3.48441926345609,93
"{pip fruit,tropical fruit} => {whole milk}",0.0084349593495935,0.412935323383085,1.61626236359966,83
"{pip fruit,whole milk} => {tropical fruit}",0.0084349593495935,0.280405405405405,2.67363293526084,83
"{pip fruit,root vegetables} => {other vegetables}",0.00813008130081301,0.522875816993464,2.70225737353765,80
"{other vegetables,pip fruit} => {root vegetables}",0.00813008130081301,0.311284046692607,2.85730878680527,80
"{pip fruit,root vegetables} => {whole milk}",0.00894308943089431,0.57516339869281,2.25123621445396,88
"{pip fruit,whole milk} => {root vegetables}",0.00894308943089431,0.297297297297297,2.72892295280355,88
"{pip fruit,yogurt} => {other vegetables}",0.00813008130081301,0.451977401129944,2.33584959407492,80
"{other vegetables,pip fruit} => {yogurt}",0.00813008130081301,0.311284046692607,2.2309067876586,80
"{pip fruit,yogurt} => {whole milk}",0.00955284552845528,0.531073446327684,2.07866456319189,94
"{pip fruit,whole milk} => {yogurt}",0.00955284552845528,0.317567567567568,2.27593945001083,94
"{pip fruit,rolls/buns} => {whole milk}",0.00619918699186992,0.445255474452555,1.74276605752313,61
"{other vegetables,pip fruit} => {whole milk}",0.0135162601626016,0.517509727626459,2.02557506755941,133
"{pip fruit,whole milk} => {other vegetables}",0.0135162601626016,0.449324324324324,2.32213831478537,133
"{pastry,tropical fruit} => {whole milk}",0.00670731707317073,0.507692307692308,1.98714888929686,66
"{pastry,soda} => {whole milk}",0.00823170731707317,0.391304347826087,1.53159697001141,81
"{pastry,yogurt} => {other vegetables}",0.00660569105691057,0.373563218390805,1.93059982613735,65
"{other vegetables,pastry} => {yogurt}",0.00660569105691057,0.292792792792793,2.0983838900809,65
"{pastry,yogurt} => {whole milk}",0.00914634146341463,0.517241379310345,2.02452473047486,90
"{pastry,whole milk} => {yogurt}",0.00914634146341463,0.275229357798165,1.97251047395043,90
"{pastry,rolls/buns} => {other vegetables}",0.00609756097560976,0.29126213592233,1.50526229909439,60
"{other vegetables,pastry} => {rolls/buns}",0.00609756097560976,0.27027027027027,1.47012684326117,60
